date_range,landing_page_plus_query_string,landing_page_plus_query_string_original,normalized_page_url,normalized_page_path,sessions,engaged_sessions,conversions
last_28_days,https://international-surrogacy.com/blog/ryan-murphy-become-a-father,/blog/ryan-murphy-become-a-father,https://international-surrogacy.com/blog/ryan-murphy-become-a-father,/blog/ryan-murphy-become-a-father,3.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/single-father-surrogacy-ghana,/blog/single-father-surrogacy-ghana,https://international-surrogacy.com/blog/single-father-surrogacy-ghana,/blog/single-father-surrogacy-ghana,3.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/tamron-hall-shares,/blog/tamron-hall-shares,https://international-surrogacy.com/blog/tamron-hall-shares,/blog/tamron-hall-shares,3.0,2.0,0.0
last_28_days,https://international-surrogacy.com/book-your-surrogacy-call,/book-your-surrogacy-call,https://international-surrogacy.com/book-your-surrogacy-call,/book-your-surrogacy-call,3.0,3.0,3.0
last_28_days,https://international-surrogacy.com/faq,/faq,https://international-surrogacy.com/faq,/faq,3.0,0.0,0.0
last_28_days,https://international-surrogacy.com/search-results-page?view=results&word=QmlydGg,/search-results-page?view=results&word=QmlydGg,https://international-surrogacy.com/search-results-page,/search-results-page,3.0,1.0,0.0
last_28_days,https://international-surrogacy.com/beratung-buchen,/beratung-buchen,https://international-surrogacy.com/beratung-buchen,/beratung-buchen,2.0,1.0,1.0
last_28_days,https://international-surrogacy.com/blog/5-questions-about-ivf,/blog/5-questions-about-ivf,https://international-surrogacy.com/blog/5-questions-about-ivf,/blog/5-questions-about-ivf,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/affordable-egg-donation,/blog/affordable-egg-donation,https://international-surrogacy.com/blog/affordable-egg-donation,/blog/affordable-egg-donation,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/after-35-years,/blog/after-35-years,https://international-surrogacy.com/blog/after-35-years,/blog/after-35-years,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/amy-smart-carter-oosterhouse,/blog/amy-smart-carter-oosterhouse,https://international-surrogacy.com/blog/amy-smart-carter-oosterhouse,/blog/amy-smart-carter-oosterhouse,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/anderson-cooper-announces-he-is-a-father,/blog/anderson-cooper-announces-he-is-a-father,https://international-surrogacy.com/blog/anderson-cooper-announces-he-is-a-father,/blog/anderson-cooper-announces-he-is-a-father,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/anderson-hays-cooper,/blog/anderson-hays-cooper,https://international-surrogacy.com/blog/anderson-hays-cooper,/blog/anderson-hays-cooper,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/baby-names-that-mean-love,/blog/baby-names-that-mean-love,https://international-surrogacy.com/blog/baby-names-that-mean-love,/blog/baby-names-that-mean-love,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/being-a-surrogate-for-a-family-member,/blog/being-a-surrogate-for-a-family-member,https://international-surrogacy.com/blog/being-a-surrogate-for-a-family-member,/blog/being-a-surrogate-for-a-family-member,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=fr&_x_tr_hl=fr&_x_tr_pto=rq,/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=fr&_x_tr_hl=fr&_x_tr_pto=rq,https://international-surrogacy.com/blog/cristiano-ronaldo-296,/blog/cristiano-ronaldo-296,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=sv&_x_tr_hl=sv&_x_tr_pto=rq,/blog/cristiano-ronaldo-296?_x_tr_sl=en&_x_tr_tl=sv&_x_tr_hl=sv&_x_tr_pto=rq,https://international-surrogacy.com/blog/cristiano-ronaldo-296,/blog/cristiano-ronaldo-296,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/do-surrogate-mothers-have-parental-rights,/blog/do-surrogate-mothers-have-parental-rights,https://international-surrogacy.com/blog/do-surrogate-mothers-have-parental-rights,/blog/do-surrogate-mothers-have-parental-rights,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/facts-about-surrogacy,/blog/facts-about-surrogacy,https://international-surrogacy.com/blog/facts-about-surrogacy,/blog/facts-about-surrogacy,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/female-infertility,/blog/female-infertility,https://international-surrogacy.com/blog/female-infertility,/blog/female-infertility,2.0,1.0,4.0
last_28_days,https://international-surrogacy.com/blog/from-angelina-jolie-to-neil-patrick-harris-celebrities-who-chose-surrogacy,/blog/from-angelina-jolie-to-neil-patrick-harris-celebrities-who-chose-surrogacy,https://international-surrogacy.com/blog/from-angelina-jolie-to-neil-patrick-harris-celebrities-who-chose-surrogacy,/blog/from-angelina-jolie-to-neil-patrick-harris-celebrities-who-chose-surrogacy,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/frozen-vr-fresh,/blog/frozen-vr-fresh,https://international-surrogacy.com/blog/frozen-vr-fresh,/blog/frozen-vr-fresh,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/gender-selection-myths-science-and-you,/blog/gender-selection-myths-science-and-you,https://international-surrogacy.com/blog/gender-selection-myths-science-and-you,/blog/gender-selection-myths-science-and-you,2.0,2.0,0.0
last_28_days,https://international-surrogacy.com/blog/gestational-surrogacy-guide,/blog/gestational-surrogacy-guide,https://international-surrogacy.com/blog/gestational-surrogacy-guide,/blog/gestational-surrogacy-guide,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/her-body-my-baby,/blog/her-body-my-baby,https://international-surrogacy.com/blog/her-body-my-baby,/blog/her-body-my-baby,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/here-s-everything-lgbt,/blog/here-s-everything-lgbt,https://international-surrogacy.com/blog/here-s-everything-lgbt,/blog/here-s-everything-lgbt,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/how-to-choose-the-best-agency,/blog/how-to-choose-the-best-agency,https://international-surrogacy.com/blog/how-to-choose-the-best-agency,/blog/how-to-choose-the-best-agency,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/katie-lee-and-ryan-biegel,/blog/katie-lee-and-ryan-biegel,https://international-surrogacy.com/blog/katie-lee-and-ryan-biegel,/blog/katie-lee-and-ryan-biegel,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/michelle-obama-s-ivf-story,/blog/michelle-obama-s-ivf-story,https://international-surrogacy.com/blog/michelle-obama-s-ivf-story,/blog/michelle-obama-s-ivf-story,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/priyanka-chopra-chooses-surrogacy?_x_tr_sl=en&_x_tr_tl=hi&_x_tr_hl=hi&_x_tr_pto=sge,/blog/priyanka-chopra-chooses-surrogacy?_x_tr_sl=en&_x_tr_tl=hi&_x_tr_hl=hi&_x_tr_pto=sge,https://international-surrogacy.com/blog/priyanka-chopra-chooses-surrogacy,/blog/priyanka-chopra-chooses-surrogacy,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/pronuclear-transfer,/blog/pronuclear-transfer,https://international-surrogacy.com/blog/pronuclear-transfer,/blog/pronuclear-transfer,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/single-can-you-do-ivf,/blog/single-can-you-do-ivf,https://international-surrogacy.com/blog/single-can-you-do-ivf,/blog/single-can-you-do-ivf,2.0,2.0,0.0
last_28_days,https://international-surrogacy.com/blog/surrogacy-for-single-men-in-ghana,/blog/surrogacy-for-single-men-in-ghana,https://international-surrogacy.com/blog/surrogacy-for-single-men-in-ghana,/blog/surrogacy-for-single-men-in-ghana,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/surrogacy-in-the-united-states-vs-ukraine-a-comparison,/blog/surrogacy-in-the-united-states-vs-ukraine-a-comparison,https://international-surrogacy.com/blog/surrogacy-in-the-united-states-vs-ukraine-a-comparison,/blog/surrogacy-in-the-united-states-vs-ukraine-a-comparison,2.0,2.0,0.0
last_28_days,https://international-surrogacy.com/blog/surrogacy-vs-adoption-what-you-need-to-know,/blog/surrogacy-vs-adoption-what-you-need-to-know,https://international-surrogacy.com/blog/surrogacy-vs-adoption-what-you-need-to-know,/blog/surrogacy-vs-adoption-what-you-need-to-know,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/susan-kersch-kibler,/blog/susan-kersch-kibler,https://international-surrogacy.com/blog/susan-kersch-kibler,/blog/susan-kersch-kibler,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/ukrainian-surrogacy-ensuring,/blog/ukrainian-surrogacy-ensuring,https://international-surrogacy.com/blog/ukrainian-surrogacy-ensuring,/blog/ukrainian-surrogacy-ensuring,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/want-kids-after-vasectomy-ivf-and-other-choices,/blog/want-kids-after-vasectomy-ivf-and-other-choices,https://international-surrogacy.com/blog/want-kids-after-vasectomy-ivf-and-other-choices,/blog/want-kids-after-vasectomy-ivf-and-other-choices,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/what-happens-when-fertility-treatments-religion-are-incompatible,/blog/what-happens-when-fertility-treatments-religion-are-incompatible,https://international-surrogacy.com/blog/what-happens-when-fertility-treatments-religion-are-incompatible,/blog/what-happens-when-fertility-treatments-religion-are-incompatible,2.0,0.0,0.0
last_28_days,https://international-surrogacy.com/blog/what-sets-us-apart-surrogate-care,/blog/what-sets-us-apart-surrogate-care,https://international-surrogacy.com/blog/what-sets-us-apart-surrogate-care,/blog/what-sets-us-apart-surrogate-care,2.0,1.0,0.0
last_28_days,https://international-surrogacy.com/blog/who-is-surrogate-mother,/blog/who-is-surrogate-mother,https://international-surrogacy.com/blog/who-is-surrogate-mother,/blog/who-is-surrogate-mother,2.0,1.0,0.0
